
291476.000000 846 2 0.50000000 199.500000 200.000000
1885357.000000 6133 3 0.66666667 199.666667 199.666667
2638720.000000 8510 4 0.86602540 199.500000 200.000000
5230166.000000 16466 5 0.89442719 199.600000 200.200000
5395961.000000 16818 6 1.08012345 199.500000 200.500000
7362122.000000 22516 7 1.14285714 199.428571 200.285714
8460915.000000 25200 8 1.26243812 199.625000 200.125000
8608385.000000 25502 9 1.42291650 199.444444 200.333333
9487712.000000 28543 10 1.52643375 199.400000 200.100000
9595367.000000 28734 11 1.72487872 199.272727 200.363636
9929185.000000 30318 12 1.72803678 199.416667 200.416667
10121377.000000 30915 13 1.95208885 199.307692 200.692308
10213764.000000 31080 14 2.00636742 199.500000 200.714286
10562172.000000 31940 15 2.24499443 199.400000 201.000000
10830957.000000 32727 16 2.38156986 199.375000 201.250000
11325384.000000 34718 17 2.56810352 199.352941 201.529412
11401986.000000 34777 18 2.64166521 199.277778 201.333333
11543005.000000 35171 19 2.74593631 199.157895 201.526316
11794270.000000 35972 20 2.86356421 199.100000 201.300000
12227046.000000 37088 21 2.90983164 199.190476 201.142857
12940366.000000 39160 22 3.02230004 199.227273 201.363636
13034336.000000 39323 23 3.11772783 199.086957 201.521739
13206951.000000 39826 24 3.20589734 199.166667 201.333333
13892839.000000 41496 25 3.30090897 199.280000 201.160000
14112891.000000 41756 26 3.41008772 199.423077 201.000000
14414918.000000 42931 27 3.45498189 199.296296 201.111111
14443876.000000 42933 28 3.52614144 199.142857 201.214286
14658481.000000 43402 29 3.55256100 199.172414 201.068966
14966426.000000 44529 30 3.61816405 199.233333 201.233333
15872533.000000 47451 31 3.67996516 199.258065 201.064516
16110668.000000 47876 32 3.78150826 199.406250 200.937500
16368999.000000 48469 33 3.83114682 199.363636 201.090909
16540771.000000 48837 34 3.90202237 199.235294 201.205882
16942788.000000 49617 35 3.97050349 199.200000 201.371429
17446518.000000 50859 36 4.03361646 199.250000 201.527778
17508058.000000 50943 37 4.02838722 199.297297 201.621622
17844484.000000 51911 38 4.08378321 199.236842 201.763158
17986769.000000 52519 39 4.09100937 199.128205 201.794872
18505302.000000 53681 40 4.20891910 199.250000 201.650000
18884458.000000 54690 41 4.23295476 199.195122 201.536585
20100000.000000 57940 42 4.30109673 199.214286 201.380952
20499697.000000 58724 43 4.36652292 199.255814 201.232558
20539260.000000 58780 44 4.39501032 199.136364 201.272727
20740506.000000 59098 45 4.50064467 199.244444 201.133333
20936798.000000 59851 46 4.57442136 199.195652 201.282609
21212890.000000 60294 47 4.61844277 199.085106 201.361702
21515394.000000 61902 48 4.63638801 199.062500 201.250000
21691705.000000 62433 49 4.67556321 199.040816 201.122449
21830206.000000 62779 50 4.74269965 199.080000 200.980000
22254737.000000 63515 51 4.80316120 199.117647 201.117647
22803817.000000 65103 52 4.82006101 199.173077 201.211538
22853207.000000 65461 53 4.87676541 199.150943 201.075472
23577293.000000 67706 54 4.96337754 199.259259 200.962963
23628234.000000 67719 55 4.92925153 199.218182 200.981818
23821469.000000 68542 56 4.94984410 199.125000 201.035714
23878980.000000 68662 57 5.02440949 199.157895 200.894737
24266856.000000 69878 58 5.06890687 199.120690 200.775862
24357532.000000 70169 59 5.14238517 199.152542 200.915254
24453167.000000 70466 60 5.21269817 199.233333 200.800000
24532763.000000 70957 61 5.26604738 199.180328 200.918033
24581495.000000 71067 62 5.28444303 199.241935 201.000000
25653475.000000 73567 63 5.34121677 199.174603 201.111111
26172611.000000 75414 64 5.36736376 199.250000 201.187500
26254474.000000 75659 65 5.41909838 199.215385 201.307692
26798510.000000 76998 66 5.50108513 199.242424 201.166667
27155014.000000 77979 67 5.51657621 199.149254 201.194030
