
430711.000000 1424 2 0.50000000 200.000000 199.500000
632391.000000 2104 3 0.66666667 199.666667 199.333333
1229939.000000 4281 4 0.86602540 200.000000 199.500000
1358158.000000 4559 5 1.13137085 199.600000 199.400000
1719001.000000 5470 6 1.38443731 200.000000 199.500000
1860946.000000 5823 7 1.38505139 200.000000 199.285714
2356866.000000 7341 8 1.63458710 199.625000 199.250000
3104511.000000 8799 9 1.64804411 199.777778 199.111111
3492746.000000 9509 10 1.93132079 199.400000 199.100000
3670478.000000 10181 11 1.90258632 199.272727 199.181818
3765292.000000 10468 12 1.92930615 199.333333 199.000000
3915825.000000 10788 13 2.02645229 199.384615 198.769231
4455974.000000 12744 14 2.00763847 199.357143 198.642857
5648860.000000 15327 15 2.05047420 199.333333 198.466667
5925637.000000 16049 16 2.09071609 199.500000 198.437500
7143189.000000 19824 17 2.18678003 199.470588 198.235294
7316286.000000 20354 18 2.30471872 199.277778 198.333333
7551136.000000 20847 19 2.43360590 199.105263 198.473684
7985621.000000 21548 20 2.44693686 199.050000 198.600000
8066749.000000 21648 21 2.45041530 199.095238 198.714286
8171046.000000 21897 22 2.47048695 199.045455 198.590909
8604488.000000 23574 23 2.56337443 199.217391 198.652174
9423451.000000 25894 24 2.67641448 199.208333 198.458333
10155300.000000 28168 25 2.72704969 199.360000 198.440000
10412770.000000 28560 26 2.75235241 199.230769 198.423077
11408662.000000 30853 27 2.83230434 199.074074 198.481481
11958917.000000 32397 28 2.86383146 199.035714 198.607143
11990504.000000 32504 29 2.96712066 199.206897 198.655172
12089450.000000 32667 30 2.98179662 199.233333 198.766667
12119921.000000 32749 31 3.04253577 199.129032 198.870968
12172070.000000 32914 32 3.13093187 198.968750 198.906250
12366406.000000 33384 33 3.24511358 198.969697 198.727273
12505230.000000 34011 34 3.34428708 198.941176 198.558824
12586005.000000 34322 35 3.41353847 198.857143 198.685714
13080934.000000 35983 36 3.47211111 199.000000 198.666667
13212114.000000 36225 37 3.56572434 198.918919 198.810811
13796314.000000 37765 38 3.64347784 198.947368 198.657895
14249881.000000 39270 39 3.76250927 198.871795 198.820513
14502135.000000 40241 40 3.83104098 198.725000 198.850000
14835861.000000 40987 41 3.85165122 198.829268 198.804878
14921160.000000 41037 42 3.92431227 198.976190 198.833333
15351634.000000 42254 43 4.01551884 198.953488 198.674419
15420832.000000 42294 44 4.08231420 198.818182 198.727273
15622728.000000 42807 45 4.19605929 198.800000 198.555556
15876018.000000 43459 46 4.20414774 198.826087 198.652174
15908558.000000 43576 47 4.34417860 198.808511 198.468085
16043557.000000 44285 48 4.40633619 198.770833 198.604167
16323083.000000 44868 49 4.46271984 198.653061 198.673469
16349961.000000 45107 50 4.53894261 198.520000 198.740000
16821883.000000 45846 51 4.55282126 198.607843 198.686275
16921202.000000 45929 52 4.55943654 198.653846 198.769231
