
286565.000000 811 2 0.50000000 200.500000 200.000000
927829.000000 2517 3 0.81649658 200.000000 200.000000
1469138.000000 3294 4 0.93541435 200.250000 199.750000
1644772.000000 3775 5 1.23288280 199.800000 199.800000
1881889.000000 4439 6 1.42400062 200.166667 199.666667
2797636.000000 7407 7 1.72614942 199.714286 199.714286
2887395.000000 7857 8 1.86245805 199.375000 199.625000
2975284.000000 8554 9 2.06080411 199.000000 199.555556
3033299.000000 8651 10 1.98494332 198.900000 199.500000
3520409.000000 9403 11 1.94128695 198.909091 199.636364
4693873.000000 14409 12 1.91304005 198.833333 199.750000
5595934.000000 15874 13 1.98216903 199.000000 199.615385
5761656.000000 16193 14 2.01017818 198.857143 199.714286
6697628.000000 18131 15 2.13749594 199.066667 199.600000
6852588.000000 18996 16 2.29639663 198.812500 199.562500
7013013.000000 19332 17 2.43958134 199.058824 199.529412
7128814.000000 19679 18 2.53189530 199.222222 199.388889
7254542.000000 19892 19 2.59233902 199.052632 199.473684
7444570.000000 20626 20 2.67020598 198.900000 199.600000
7856369.000000 21375 21 2.74956191 199.095238 199.619048
8816660.000000 24017 22 2.73181440 199.090909 199.727273
9121609.000000 24902 23 2.84309265 199.260870 199.608696
9500446.000000 26087 24 2.97063171 199.416667 199.458333
10104873.000000 27538 25 3.12051278 199.600000 199.320000
10180246.000000 27789 26 3.21608384 199.461538 199.461538
10702230.000000 28848 27 3.20322197 199.518519 199.370370
10765044.000000 29036 28 3.23997669 199.607143 199.250000
11006397.000000 29684 29 3.22372300 199.620690 199.344828
11126464.000000 30096 30 3.34132376 199.466667 199.466667
11356375.000000 30777 31 3.38171616 199.322581 199.483871
11480707.000000 31068 32 3.51420110 199.468750 199.343750
11603461.000000 31341 33 3.56624312 199.545455 199.212121
11825686.000000 32058 34 3.63636953 199.382353 199.205882
11913507.000000 32277 35 3.76991312 199.542857 199.085714
12215060.000000 33112 36 3.91410476 199.694444 198.944444
12409686.000000 33836 37 3.91808006 199.675676 199.054054
12557887.000000 34147 38 3.91778387 199.684211 199.157895
13210164.000000 36140 39 3.94171874 199.564103 199.128205
