
18902.000000 30 2 0.50000000 200.000000 199.500000
2126126.000000 6136 3 0.81649658 200.000000 199.000000
2366959.000000 6786 4 0.93541435 199.750000 198.750000
2402360.000000 6820 5 1.09544512 199.800000 198.400000
3017462.000000 8892 6 1.39443338 199.833333 198.833333
3287847.000000 9963 7 1.32480264 199.714286 198.857143
3639974.000000 10787 8 1.36358901 199.500000 198.875000
3862425.000000 11461 9 1.57918560 199.555556 198.555556
4043121.000000 11757 10 1.57797338 199.500000 198.400000
4077583.000000 11847 11 1.63130531 199.636364 198.545455
4339885.000000 12456 12 1.67497927 199.500000 198.666667
4427332.000000 12668 13 1.84294593 199.538462 198.923077
5212671.000000 15656 14 1.96525950 199.642857 198.714286
5255179.000000 15663 15 2.01328918 199.800000 198.800000
5368212.000000 16038 16 2.07289049 199.750000 198.625000
5522598.000000 16375 17 2.17567553 199.941176 198.705882
5844261.000000 17748 18 2.29128785 200.000000 198.500000
6559928.000000 19343 19 2.40498098 200.105263 198.315789
6839479.000000 20273 20 2.49699820 200.250000 198.450000
8024608.000000 24162 21 2.61774860 200.380952 198.619048
8989795.000000 26076 22 2.73559337 200.409091 198.409091
9295327.000000 27542 23 2.82374485 200.565217 198.521739
9827712.000000 29901 24 2.86986256 200.416667 198.583333
9967754.000000 30460 25 2.98529731 200.520000 198.760000
10049641.000000 30900 26 3.01230219 200.653846 198.807692
10463284.000000 31853 27 3.03568172 200.518519 198.814815
10791663.000000 32557 28 3.05539837 200.392857 198.785714
10825072.000000 32562 29 3.11301208 200.448276 198.931034
11779322.000000 35426 30 3.18956632 200.600000 199.000000
11938630.000000 35909 31 3.31270063 200.612903 198.806452
11992723.000000 36097 32 3.46959449 200.625000 198.593750
12359288.000000 37213 33 3.48339891 200.515152 198.545455
12584837.000000 37805 34 3.46772065 200.558824 198.470588
12831678.000000 38875 35 3.56307595 200.628571 198.628571
13077897.000000 39767 36 3.64333909 200.777778 198.694444
13368171.000000 40265 37 3.66113978 200.837838 198.594595
