
598975.000000 1329 2 0.50000000 200.000000 200.500000
952821.000000 2403 3 0.81649658 200.000000 200.000000
1367926.000000 3657 4 0.93541435 200.250000 199.750000
1698814.000000 4997 5 0.97979590 200.000000 199.800000
2001038.000000 5701 6 1.17851130 200.166667 199.500000
2234958.000000 6125 7 1.21218305 200.142857 199.285714
2796151.000000 7580 8 1.19242400 200.250000 199.375000
3423985.000000 9858 9 1.36986978 200.333333 199.111111
3743071.000000 10672 10 1.39283883 200.500000 199.100000
3860076.000000 10711 11 1.52120005 200.636364 198.909091
4378010.000000 11776 12 1.65621724 200.416667 199.000000
5045400.000000 14203 13 1.83005804 200.538462 198.769231
6109419.000000 17855 14 1.95484745 200.500000 199.000000
6203974.000000 17977 15 2.09549782 200.266667 199.066667
6521156.000000 19010 16 2.22731621 200.062500 199.187500
6953622.000000 20151 17 2.37052255 199.823529 199.235294
7485781.000000 21272 18 2.56098457 199.555556 199.277778
7635214.000000 21794 19 2.72466929 199.684211 199.052632
7717943.000000 22068 20 2.75227179 199.850000 199.050000
8362996.000000 24090 21 2.82762530 200.047619 199.047619
8881651.000000 25421 22 2.94894574 200.272727 199.045455
9283980.000000 26193 23 3.16108187 200.000000 199.086957
9737831.000000 27664 24 3.31871796 200.250000 199.083333
9775181.000000 27836 25 3.49491059 200.000000 199.160000
11515043.000000 35052 26 3.62294627 200.230769 199.115385
11592935.000000 35524 27 3.78394558 200.481481 199.074074
11716317.000000 35812 28 3.82059403 200.571429 198.928571
12200865.000000 37652 29 3.87282984 200.689655 198.793103
12536332.000000 39005 30 4.06953451 200.433333 198.866667
13057640.000000 40050 31 4.28826048 200.161290 198.935484
13163789.000000 40187 32 4.23423086 200.156250 198.875000
13221651.000000 40490 33 4.30303030 200.303030 198.757576
13342108.000000 40739 34 4.27615097 200.323529 198.852941
13409856.000000 40993 35 4.32364170 200.485714 198.885714
13563795.000000 41322 36 4.35774817 200.555556 198.750000
13662040.000000 41384 37 4.35428808 200.540541 198.864865
13800333.000000 41814 38 4.46159357 200.736842 198.842105
14175524.000000 42957 39 4.56049987 200.923077 198.794872
14563023.000000 44309 40 4.68474919 201.125000 198.750000
15172677.000000 46029 41 4.67351697 201.121951 198.853659
15435866.000000 46739 42 4.82012034 201.333333 198.809524
16944307.000000 51963 43 4.98900901 201.558140 198.767442
17576241.000000 54750 44 4.99865684 201.522727 198.886364
17998031.000000 54958 45 5.11603627 201.711111 198.822222
18271699.000000 55782 46 5.20387743 201.891304 198.804348
18595064.000000 56857 47 5.20359593 202.000000 198.829787
18642241.000000 57046 48 5.17283738 201.958333 198.770833
18927437.000000 57466 49 5.17523015 202.061224 198.734694
